,Ciudad,Dueño,Nivel,Alianza,Isla,xCoord,yCoord
4239,azufre H,Solcito,4,None,Nodios,61,55
4240,Hispalis,Keyser Söze,16,-CB-,Nodios,61,55
4241,Riazora,Goose,7,None,Nodios,61,55
4242,Telde,Mencey Guedes,12,-LR-,Nodios,61,55
4243,Azufrópolis,oscarmtb93,8,AAII,Nodios,61,55
4244,Villa Salvaje 3,DlEGO,11,GOLD,Nodios,61,55
4245,Punk Hazard,Ander Vask,12,QQMBR,Nodios,61,55
4246,linfer17hn3,linfer17,11,LhO,Nodios,61,55
4247,Perú A,jhoe23,7,None,Nodios,61,55
4248,Harrenhal,Aegon Targaryen,13,-CB-,Nodios,61,55
4250,Rodas,Herakles-7573,11,None,Testios,61,56
4251,Ludus,gannicus,6,None,Testios,61,56
4252,Urubaen,Nestor95,11,-LR-,Testios,61,56
4253,La Triunfante,Granks,12,-LR-,Testios,61,56
4254,Eta,El Psy Congroo,10,LhO,Testios,61,56
4255,Qarth,ElRojo,9,V-K,Testios,61,56
4256,Marmoleria,General,12,-LR-,Testios,61,56
4257,Hogwarts,Trismegisto H,10,Bro,Testios,61,56
4258,Resistiré,General,11,-LR-,Testios,61,56
4259,El Triunfador,General,12,-LR-,Testios,61,56
4260,Casa De Piedra,the destroyed,10,-LR-,Testios,61,56
4261,Babilonia-Mármo,Anabelita,13,-LR-,Testios,61,56
4262,Ayacata,Mencey Guedes,12,-LR-,Testios,61,56
4263,Polis,Adonis-0322,5,-LR-,Testios,61,56
4264,Cádiz-mármol,Anabelita,11,-LR-,Testios,61,56
4265,Roma,Keyser Söze,20,-CB-,Testios,61,56
4275,Polis,Herakles-7573,4,None,Kyrios,62,54
4284,Strategia,white-noice,11,-LR-,Eldiatia,62,55
4285,Antioquía,Keyser Söze,14,-CB-,Eldiatia,62,55
4286,Huracán,Granks,11,-LR-,Eldiatia,62,55
4287,Alejandria,Keyser Söze,19,-CB-,Eldiatia,62,55
4288,METECABRA,BoomShacalaca,10,SZS,Eldiatia,62,55
4289,Chernobyl,SANTA CLAUS,2,None,Eldiatia,62,55
4290,Atenas,Jack the ripper,11,300,Eldiatia,62,55
4291,Polis,KingScorpion,6,-LR-,Eldiatia,62,55
4292,La Gran Ciudad,General,14,-LR-,Eldiatia,62,55
4293,linfer17hn4,linfer17,11,LhO,Eldiatia,62,55
4294,Selemer,Drarrios,11,-LR-,Eldiatia,62,55
4295,Santiago,Adrian,5,None,Eldiatia,62,55
4296,Somera,Gotzo,7,None,Eldiatia,62,55
4297,Shinganshina,Berthold,7,None,Eldiatia,62,55
4298,Rohan,Romantiic016,7,-LR-,Eldiatia,62,55
4299,Pueblo Paleta,Trismegisto H,9,Bro,Eldiatia,62,55
4326,Égora,Goose,3,None,Kineuos,63,54
4335,Rohan,Herakles-7420,7,IMP-V,Lyrtoios,59,53
4336,Ellesméra,Nestor95,10,-LR-,Lyrtoios,59,53
4337,Bod,Nightwizz,9,None,Lyrtoios,59,53
4338,Vino,Severino,11,300,Lyrtoios,59,53
4339,Sevillana,Jdelepiani,13,-LR-,Lyrtoios,59,53
4340,Perú V,jhoe23,6,None,Lyrtoios,59,53
4341,LaCantina,Pollux-6662,11,-LR-,Lyrtoios,59,53
4342,Arucas,Mencey Guedes,13,-LR-,Lyrtoios,59,53
4343,V Bunk Poseidon,Hisioka,10,-LR-,Lyrtoios,59,53
4344,Green,--Rolls Royce--,9,None,Lyrtoios,59,53
4345,Paso de Mell,Lord Melladre,3,GOLD,Lyrtoios,59,53
4346,Polis,Agamemnon-6419,4,300,Lyrtoios,59,53
4347,Cerdanyola,Sir Erik,10,None,Lyrtoios,59,53
4348,La cava,pepet,8,None,Lyrtoios,59,53
4349,Dubai,CERBERUS,4,None,Lyrtoios,59,53
4350,Polis,Evelyndaaaa,4,None,Lyrtoios,59,53
4352,Polis,Icarus-1114,2,None,Undytia,60,53
4353,Piedras,Jonson,12,xVx,Undytia,60,53
4354,Atenas,Sir Erik,11,None,Undytia,60,53
4355,Crematoria,Drarrios,12,-LR-,Undytia,60,53
4356,Ollantaytambo,Achilles-0726,9,-LR-,Undytia,60,53
4357,PGV,KingScorpion,10,-LR-,Undytia,60,53
4358,MinasThirith,Pollux-6662,10,-LR-,Undytia,60,53
4359,Marmol,Edu97,9,None,Undytia,60,53
4360,Polis,Mexcer,1,None,Undytia,60,53
4361,ATENAS_3_MARMOL,steven18,10,300,Undytia,60,53
4362,Bqto,Spellin,6,None,Undytia,60,53
4363,Torrejon City,Rey Galan,11,IMP-V,Undytia,60,53
4364,Polis,Agamemnon-6419,10,300,Undytia,60,53
4365,Polis,Menelaus-9922,1,None,Undytia,60,53
4366,Polis,Jason-0162,1,None,Undytia,60,53
4367,ECUADOR,white-noice,12,-LR-,Undytia,60,53
4368,Reparto cariño,Rompenueces,14,HDP,Undytia,60,53
4369,ATENAS_4_AZUFRE,steven18,8,300,Fycios,59,52
4370,Polis,Hisioka,1,-LR-,Fycios,59,52
4371,Polis,bios,2,None,Fycios,59,52
4372,Azufrelandia 4,kevin_steven,9,300,Fycios,59,52
4373,Atenas,Terescmon,13,None,Fycios,59,52
4374,TheSulfurThrone,Fynhx,12,HDP,Fycios,59,52
4375,Buenos Aires,sanin,8,-IL-,Fycios,59,52
4376,Garras Rojas,Garras Rojas,7,-LBS-,Fycios,59,52
4377,Emporiare,Platon,3,None,Fycios,59,52
4378,Villa Huacho,Lexy,6,None,Fycios,59,52
4379,EspartaconMuro,Sir Erik,8,None,Fycios,59,52
4380,Pumpkin2,Pumpkinmon,10,-NP-,Fycios,59,52
4381,Dorien,Drarrios,12,-LR-,Fycios,59,52
4382,Sulfuro,Jdelepiani,12,-LR-,Fycios,59,52
4383,fragua a1,SAMURAI,6,None,Fycios,59,52
4384,fragua a 2,SAMURAI,4,None,Fycios,59,52
4385,Reparto amor,Rompenueces,10,HDP,Fycios,59,52
4389,Polis,Lexy,2,None,Gupheios,60,52
4420,Torodi,TORO,3,None,Rejios,61,51
4421,StonePolis,Fenrir90,2,None,Rejios,61,51
4422,Cartavio,Rotsen,4,None,Rejios,61,51
4423,M-1 Hefesto,Exterminador,2,None,Rejios,61,51
4424,Managua 1,Chatan,5,None,Rejios,61,51
4426,Polis,Herakles-7420,5,IMP-V,Rejios,61,51
4429,Polis,DlEGO,4,GOLD,Rejios,61,51
4430,LaMarmoleda,LastBreath,4,None,Rejios,61,51
4431,Polis,yunezrural,5,TGC,Rejios,61,51
4433,Polis,Escudero3,7,None,Rejios,61,51
4434,Gerwar,Jhordan warrior,7,GOLD,Rejios,61,51
4435,Villa Salvaje 4,DlEGO,10,GOLD,Rejios,61,51
4466,Managua2,Chatan,1,None,Teabios,62,52
4471,Vino D,Comodin,7,None,Curiios,60,51
4472,Vino P,Solcito,5,None,Curiios,60,51
4473,Sphatalox,Mexcer,5,None,Curiios,60,51
4474,Polis,Aero,5,HDP,Curiios,60,51
4475,Cherry Popper,Zaikairo,13,HDP,Curiios,60,51
4476,LIBERTAD EXPRES,RAPIÑOMANO,9,HDP,Curiios,60,51
4477,EgiptoIII,La_Momia,1,None,Curiios,60,51
4478,Vi-Enda,guillejen,17,HDP,Curiios,60,51
4479,Vino,Capablanca,12,300,Curiios,60,51
4480,Polis,Edu97,10,None,Curiios,60,51
4481,Vino,Cambio,4,None,Curiios,60,51
4482,Micenas,Terescmon,13,None,Curiios,60,51
4483,Va pa i,Bruto,13,HDP,Curiios,60,51
4484,Soy mimoso,Rompenueces,13,HDP,Curiios,60,51
4485,Polis,Capablanca,1,300,Curiios,60,51
4486,Cucha Céntrica,Mojón Asesino,10,HDP,Curiios,60,51
4487,Te doy ternura,Rompenueces,13,HDP,Curiios,60,51
4488,ATENAS_1_CRISTA,steven18,10,300,Dririos,59,51
4489,polis1,Jason-0162,5,None,Dririos,59,51
4490,Polis3,Icarus-1114,5,None,Dririos,59,51
4491,CRISTAL1,Agamemnon-6419,8,300,Dririos,59,51
4492,Polis2,Peleus-6198,5,None,Dririos,59,51
4493,Polis,Menelaus-9922,6,None,Dririos,59,51
4494,Villa Salvaje 2,DlEGO,11,GOLD,Dririos,59,51
4495,Polis,Prometheus-9362,5,None,Dririos,59,51
4496,CristalPolis,Fenrir90,3,None,Dririos,59,51
4497,Cristalópolis,oscarmtb93,8,AAII,Dririos,59,51
4498,Fonavi,Jooseph,9,None,Dririos,59,51
4499,Jhorwar,Jhordan warrior,10,GOLD,Dririos,59,51
4500,Cristal,Capablanca,12,300,Dririos,59,51
4501,Cristalandia 3,kevin_steven,10,300,Dririos,59,51
4502,Zaragoza,white-noice,9,-LR-,Dririos,59,51
4503,Rodas,Terescmon,11,None,Dririos,59,51
4505,Esparta,Terescmon,13,None,Sishaios,59,50
4506,Ciudad d México,sanin,10,-IL-,Sishaios,59,50
4507,Tebas,Terescmon,13,None,Sishaios,59,50
4508,lion king,Lions,11,GOLD,Sishaios,59,50
4509,EgoptoII,La_Momia,2,None,Sishaios,59,50
4510,Marmol,Capablanca,12,300,Sishaios,59,50
4511,Polis,Cry me a river,2,None,Sishaios,59,50
4512,marmol 2,Edu97,10,None,Sishaios,59,50
4513,Marmolito H,Solcito,11,None,Sishaios,59,50
4514,Pto Sta Maria,Yop,11,EtB,Sishaios,59,50
4515,Marmol,Severino,12,300,Sishaios,59,50
4516,Marmolandia 2,kevin_steven,10,300,Sishaios,59,50
4517,Marmolandia 1,kevin_steven,11,300,Sishaios,59,50
4518,Villa Salvaje,DlEGO,12,GOLD,Sishaios,59,50
4519,Polis,Prometheus-9362,1,None,Sishaios,59,50
4520,Roca Casterly,Lord Melladre,9,GOLD,Sishaios,59,50
4539,Senda Oscura,Lord Melladre,6,GOLD,Romeios,59,48
4542,Polis,Orpheus-0376,1,None,Romeios,59,48
4544,Polis,Hegemon-5891,1,None,Romeios,59,48
4545,Azufrir,Jooseph,1,None,Romeios,59,48
4546,joselyn city,Prometheus-9249,5,None,Romeios,59,48
4548,Shurima,Azzciel,4,IMP-V,Romeios,59,48
4549,Polis,Inoxis,6,None,Romeios,59,48
4550,Holly City III,Gokito,7,IMP-V,Romeios,59,48
4552,Jaco Pastorius,collpons,5,EtB,Romeios,59,48
4553,konstantiniyye,NoMaDl,6,None,Romeios,59,48
4554,Ikaro,Gerry24,4,None,Romeios,59,48
4556,Polis,Jorgeur,2,None,Kelatia,60,48
4558,Omaewamou,Pafafanta,9,IMP-V,Kelatia,60,48
4561,Arché Ampadía,Tonifranro,4,None,Kelatia,60,48
4562,SVQ020,mariovazcrs,8,None,Kelatia,60,48
4563,Holly City,Gokito,9,IMP-V,Kelatia,60,48
4565,MojOnix 30,MojOnix,3,IMP-V,Kelatia,60,48
4566,Pompaelo,Inoxis,10,None,Kelatia,60,48
4567,Asia III,PaRadoja,6,IMP-V,Kelatia,60,48
4568,Egipto,Link380,8,EtB,Kelatia,60,48
4569,Manhattan,Tatinchikitin,6,EtB,Kelatia,60,48
4571,ovetusVinus,Valtarius,6,None,Kelatia,60,48
4573,Victor Wooten,collpons,10,EtB,Whoriios,59,47
4574,Winterfell,Alber_2017,11,ZPC,Whoriios,59,47
4575,Sant Tomas,Bislega11,7,None,Whoriios,59,47
4576,Tarsonis,GrimZERO,13,IMP-V,Whoriios,59,47
4577,Puerto Real,Yop,11,EtB,Whoriios,59,47
4578,Pamplona,Zacarías,11,IMP-V,Whoriios,59,47
4579,Asia II,PaRadoja,8,IMP-V,Whoriios,59,47
4580,Dufania,fakinmaster,13,None,Whoriios,59,47
4581,Brocklyn,Tatinchikitin,8,EtB,Whoriios,59,47
4582,No hay marmol,R S Castro,9,IMP-V,Whoriios,59,47
4583,Almogia2,Lauren,9,-RR-,Whoriios,59,47
4584,PETRA,Achilles-7611,11,TGC,Whoriios,59,47
4585,ALEMANIA,aquiles39,7,None,Whoriios,59,47
4586,PuentePiedra,GrimZERO,11,IMP-V,Whoriios,59,47
4587,Sparta,Link380,10,EtB,Whoriios,59,47
4588,Shindeiru,Pafafanta,11,IMP-V,Whoriios,59,47
4607,Polis,Therion,4,None,Taiuios,59,46
4608,Battle ground,GrimZERO,11,IMP-V,Taiuios,59,46
4609,Asia,PaRadoja,9,IMP-V,Taiuios,59,46
4610,Pafafanta,Pafafanta,11,IMP-V,Taiuios,59,46
4611,MojOnix,MojOnix,5,IMP-V,Taiuios,59,46
4612,lucio cornelio,Peleus-6467,9,-REV-,Taiuios,59,46
4613,London,Lelouchg,9,IMP-V,Taiuios,59,46
4614,Mystogan,Mysto26,12,IMP-V,Taiuios,59,46
4615,imperio asirio,albert99,10,IMP-V,Taiuios,59,46
4616,Shyder,Shyder,12,IMP-V,Taiuios,59,46
4617,VULCANO,Achilles-7611,9,TGC,Taiuios,59,46
4618,GoD oF tHuNdEr,cheko_zv,8,-IL-,Taiuios,59,46
4619,No hay azufre,R S Castro,10,IMP-V,Taiuios,59,46
4620,Elam,Gran Cir,8,IMP-V,Taiuios,59,46
4621,Trojan,Jorgeur,9,None,Taiuios,59,46
4622,Almogia3,Lauren,4,-RR-,Taiuios,59,46
4624,Shadow Isles,Azzciel,9,IMP-V,Liseios,60,46
4625,cannaet,cannaett,8,IMP-V,Liseios,60,46
4626,MaGiC tOuCh,cheko_zv,8,-IL-,Liseios,60,46
4627,Polis,Jason-5515,2,None,Liseios,60,46
4628,Oslo,Lelouchg,9,IMP-V,Liseios,60,46
4629,EFItown,Hadok,10,IMP-V,Liseios,60,46
4630,Sverige,Darkonn,10,None,Liseios,60,46
4631,Polis,Palamedes-6560,4,None,Liseios,60,46
4632,Pantigia,fakinmaster,7,None,Liseios,60,46
4633,No hay vino,R S Castro,9,IMP-V,Liseios,60,46
4634,Suramar,Blu,7,IMP-V,Liseios,60,46
4635,Aiyur,GrimZERO,10,IMP-V,Liseios,60,46
4636,God,Mysto26,10,IMP-V,Liseios,60,46
4637,Atenas,Zacarías,10,IMP-V,Liseios,60,46
4638,Lemmy Kilmister,collpons,9,EtB,Liseios,60,46
4639,cayo lelio,Peleus-6467,10,-REV-,Liseios,60,46
4641,Eesti,Darkonn,11,None,Horios,59,45
4642,Polis,AL3XIS,5,None,Horios,59,45
4643,Hadokpolis,Hadok,12,IMP-V,Horios,59,45
4644,bLaCk DiAmOnD,cheko_zv,10,-IL-,Horios,59,45
4645,Skins,Jorgeur,9,None,Horios,59,45
4646,Wordls Collide,GMB krazo,10,-IL-,Horios,59,45
4647,Portelland,Hadok,11,IMP-V,Horios,59,45
4648,Piercing Ligth,GMB krazo,10,-IL-,Horios,59,45
4649,LegendsNeverDie,GMB krazo,10,-IL-,Horios,59,45
4650,Reykjavik,Lelouchg,10,IMP-V,Horios,59,45
4651,pePepolis,joseka21,12,-REV-,Horios,59,45
4652,Polis Rural 2,alonsorural,10,TGC,Horios,59,45
4653,Latvijas,Darkonn,10,None,Horios,59,45
4654,publio cornelio,Peleus-6467,11,-REV-,Horios,59,45
4655,Marr,El gorilon,11,-IL-,Horios,59,45
4656,Wisconsin,Edd Harris,11,TGC,Horios,59,45
4676,Octavarium,DreannyB,5,SCS,Gievaios,59,43
4685,Vinium,Naipe,9,IMP-V,Gievaios,59,43
4692,Macedonia,Prototypevnz,7,None,Eraeos,60,43
4693,calz,Atlas-4239,4,None,Eraeos,60,43
4694,Polis,Moquete,6,None,Eraeos,60,43
4695,Polis,Mollito,1,None,Eraeos,60,43
4696,MojOnix 20,MojOnix,4,IMP-V,Eraeos,60,43
4697,Magnolia,Mysto26,11,IMP-V,Eraeos,60,43
4698,Leiser Marmol 1,Leiser,12,SCS,Eraeos,60,43
4699,Silver linings,DreannyB,10,SCS,Eraeos,60,43
4700,Villa Cacahuete,batllori15,8,-IL-,Eraeos,60,43
4701,Assur,Gran Cir,6,IMP-V,Eraeos,60,43
4702,Stoneh,Naipe,11,IMP-V,Eraeos,60,43
4703,Polis,Pac94a,1,None,Eraeos,60,43
4704,Tarraco,Leon,11,None,Eraeos,60,43
4705,CanteraEducada,noobmaldito,6,CVK,Eraeos,60,43
4706,Sicilia,cannaett,9,IMP-V,Eraeos,60,43
4707,Polis,Therion,4,None,Eraeos,60,43
4711,Asgard,Xexu25,2,SCS,Inaoeos,59,42
4719,Cyros,Naipe,2,IMP-V,Inaoeos,59,42
4726,BERSERKER,Pedrox64,3,None,Aratia,60,42
4727,Metropolis,DreannyB,7,SCS,Aratia,60,42
4728,Barcino,Corsari-52,6,None,Aratia,60,42
4729,Phyreh,Naipe,11,IMP-V,Aratia,60,42
4730,La Polis,Andres1,5,None,Aratia,60,42
4735,Polis,Ianemanuel96,4,None,Aratia,60,42
4737,Polis,Leon,11,None,Aratia,60,42
4738,Polis,Moquete,5,None,Aratia,60,42
4739,NO BUSCABA ORO,BoomShacalaca,4,SZS,Aratia,60,42
4740,Bilbao,mongatangus,7,None,Aratia,60,42
4741,Nordeltha,RagnarLothb3,1,None,Aratia,60,42
4754,Polis,Alma,6,None,Pewios,59,41
4760,Khoral,Leman Russ,2,None,Drodios,58,41
4761,Alejandria,Corbin Crowley,9,-REV-,Drodios,58,41
4762,Polis,Tydeus-1866,1,None,Drodios,58,41
4763,Canelones,Soca90,1,None,Drodios,58,41
4764,Pera,Alma,5,None,Drodios,58,41
4765,Marmol,Agulkar,7,None,Drodios,58,41
4766,Mar,El gorilon,11,-IL-,Drodios,58,41
4767,Polis,Hgran,6,None,Drodios,58,41
4768,14G,fvfeG,1,None,Drodios,58,41
4769,ColmenarViejo,Pancorb,7,None,Drodios,58,41
4770,Pereira,Pelayo,10,None,Drodios,58,41
4771,Señorio de Llau,hoplitastur,5,SZS,Drodios,58,41
4772,Jórvík,David Lothbrok,11,FLOR,Drodios,58,41
4773,Marmol,Bfascendini2,7,None,Drodios,58,41
4774,Tormenheim,Blu,8,IMP-V,Drodios,58,41
4775,Vitoria,mongatangus,7,None,Drodios,58,41
4797,Polis,Pac94a,4,None,Criroios,58,40
4799,23LEBRON,DOLLAR,8,None,Criroios,58,40
4801,23G,fvfeG,4,None,Criroios,58,40
4802,Polis,Dobros,5,None,Criroios,58,40
4803,Polis,Hgran,4,None,Criroios,58,40
4805,Minas,Agulkar,6,None,Criroios,58,40
4806,Azufre,Bfascendini2,5,None,Criroios,58,40
4807,Bartertown,MadMax,6,None,Criroios,58,40
4808,Mimiru,Kime19,2,None,Criroios,58,40
4809,Montevideo,Soca90,7,None,Criroios,58,40
4811,VillaCojonesIII,gim295,4,None,Untatia,57,41
4812,Imperio,batllori15,9,-IL-,Untatia,57,41
4813,Polis,Daedalus-7186,2,None,Untatia,57,41
4814,Polis,Hgran,1,None,Untatia,57,41
4815,Viñedo,Agulkar,8,None,Untatia,57,41
4816,Mar Sara,Leman Russ,6,None,Untatia,57,41
4817,Aldeadelfresno,Pancorb,6,None,Untatia,57,41
4818,Litio,mrsopa,13,-REV-,Untatia,57,41
4819,Polis,Dobros,3,None,Untatia,57,41
4822,Ruzafa,captruzafa,6,None,Untatia,57,41
4823,Hedeby,David Lothbrok,12,FLOR,Untatia,57,41
4824,Vino,Bfascendini2,6,None,Untatia,57,41
4825,Uvita,El gorilon,13,-IL-,Untatia,57,41
4826,Tesalonica,Corbin Crowley,11,-REV-,Untatia,57,41
4828,Polis,Piculin,8,None,Ineeuos,56,41
4829,Atenas,Sonao,8,CVK,Ineeuos,56,41
4830,Polis,DonBurgos,1,None,Ineeuos,56,41
4831,Polis,DonBurgos,4,None,Ineeuos,56,41
4832,Durofp,Durofp,8,None,Ineeuos,56,41
4833,Falopolis,Invocadori,10,-REV-,Ineeuos,56,41
4834,Polis,Herakles-5834,4,None,Ineeuos,56,41
4835,Polis,captruzafa,3,None,Ineeuos,56,41
4836,Polis,El gorilon,1,-IL-,Ineeuos,56,41
4837,FERNANDO COSTA,DOLLAR,8,None,Ineeuos,56,41
4838,Polis,Srgabriz,2,None,Ineeuos,56,41
4839,Polis,Adelinassecret,5,None,Ineeuos,56,41
4840,Swinub,Shyder,8,IMP-V,Ineeuos,56,41
4841,Helio,mrsopa,13,-REV-,Ineeuos,56,41
4842,Xottinho,Xottiño,4,None,Ineeuos,56,41
4843,Ontigopolis,Kalikatres,10,None,Ineeuos,56,41
4858,Polis,Kalikatres,4,None,Ingauos,57,40
4860,Polis,El gorilon,1,-IL-,Ingauos,57,40
4874,Aranpolis,Kalikatres,6,None,Cobios,56,40
4879,First,Geras56,6,None,Esteuos,54,40
4881,Polis,Prometheus-3168,5,None,Esteuos,54,40
4883,WIncorcete 2,Wincorino,5,None,Esteuos,54,40
4884,Mortalis,Shadow1n,8,-REV-,Esteuos,54,40
4886,Leiser Vino 1,Leiser,11,SCS,Esteuos,54,40
4887,REV Zetra3,Zetra,3,None,Esteuos,54,40
4888,aisanopolis,aisanur,3,None,Esteuos,54,40
4891,MorderiuS_VINO,MorderiuS,10,-REV-,Esteuos,54,40
4892,VamosatomosII,Vamosatomo,12,-REV-,Esteuos,54,40
4893,Xino_Vino,Florida135,11,-REV-,Esteuos,54,40
4894,Juniorvino,junioricius,12,-REV-,Esteuos,54,40
4896,Xino_Marmol,Florida135,11,-REV-,Zaroios,53,40
4897,danubio marmol,DANUBIO22,9,None,Zaroios,53,40
4898,Vamosatomos III,Vamosatomo,14,-REV-,Zaroios,53,40
4899,Juniormarmol1,junioricius,14,-REV-,Zaroios,53,40
4900,5ALEJANDRIA,Matarife13,6,GoW,Zaroios,53,40
4901,RockTown,tomasaurus,12,TGC,Zaroios,53,40
4902,Juniormarmol2,junioricius,12,-REV-,Zaroios,53,40
4903,Camarillas,Arquimedes,10,-REV-,Zaroios,53,40
4904,REV Troya 3,erick88,6,-REV-,Zaroios,53,40
4905,Merry,Shyder,12,IMP-V,Zaroios,53,40
4906,MorderiuS_MARMO,MorderiuS,10,-REV-,Zaroios,53,40
4907,Polis Atenas,Filosofo,4,None,Zaroios,53,40
4908,the catman,ace,9,None,Zaroios,53,40
4909,REV Tokio,Franz,10,-REV-,Zaroios,53,40
4910,Talos,Miñambres,5,TGC,Zaroios,53,40
4911,REV-Guayana,Erment,10,-REV-,Zaroios,53,40
4925,You,Geras56,5,None,Breisios,54,39
4930,Polis,CONDORCETT,7,None,Ormiatia,53,39
4931,danubio az,DANUBIO22,7,None,Ormiatia,53,39
4933,Magna Grecia,AlejandroMagno,8,HDC,Ormiatia,53,39
4935,the star child,ace,7,None,Ormiatia,53,39
4936,Polis,Gabumon,1,None,Ormiatia,53,39
4937,Leiser Azufre 1,Leiser,10,SCS,Ormiatia,53,39
4939,Azufre,Odysseus-5541,7,None,Ormiatia,53,39
4940,Las cañas,Arquimedes,9,-REV-,Ormiatia,53,39
4941,Vamosatomos,Vamosatomo,12,-REV-,Ormiatia,53,39
4942,Xino_Azufre,Florida135,9,-REV-,Ormiatia,53,39
4943,MorderiuS_Zufre,MorderiuS,9,-REV-,Ormiatia,53,39
4944,juniorazufre,junioricius,11,-REV-,Ormiatia,53,39
4945,WIncorcete,Wincorino,5,None,Ormiatia,53,39
4949,Baco,Juaniko,4,None,Liwios,52,39
4953,Alderaan,josema7193,4,None,Liwios,52,39
4958,Polisvi,CONDORCETT,1,None,Liwios,52,39
4965,Hispánica,Juaniko,6,None,Nacios,52,38
4966,Polis,Ricter,1,None,Nacios,52,38
4969,Polis,Jason-9215,1,None,Nacios,52,38
4970,Coruscant,josema7193,6,None,Nacios,52,38
4971,I me,Geras56,5,None,Nacios,52,38
4972,Polis,EmilioUE,2,None,Nacios,52,38
4973,Alejandria,AlejandroMagno,6,HDC,Nacios,52,38
4974,Polis,black polis,3,None,Nacios,52,38
4975,Propolis,Palamedes2,7,None,Nacios,52,38
4976,Stalingrado,Adonis-2607,7,FLOR,Nacios,52,38
4977,Polismar,CONDORCETT,7,None,Nacios,52,38
5010,Cratos,Juaniko,2,None,Strimios,51,39
5032,Polis,Fonns,4,None,Nepaios,49,39
5034,Gemina,Praxíteles,3,None,Nepaios,49,39
5035,Polis,Orpheus-7247,9,None,Nepaios,49,39
5037,Sulfito,Loco 3,6,GoW,Nepaios,49,39
5039,SDM,Rafael,5,None,Nepaios,49,39
5040,Polis,Moujankto,1,None,Nepaios,49,39
5041,Sulfuro,pitekuss,2,-REV-,Nepaios,49,39
5042,Polis,WarriorKnSuD,1,None,Nepaios,49,39
5043,Acropolis II,Lukki,1,None,Nepaios,49,39
5044,Polis,THOR,1,None,Nepaios,49,39
5045,AzufroPolis,RuCe28,6,None,Nepaios,49,39
5049,Polis,Atlas-7592,1,None,Elmitia,48,39
5050,Supe,cafecito7,8,-RR-,Elmitia,48,39
5051,Polis,Jason-8453,1,None,Elmitia,48,39
5052,acabardribetya,ivanrpz,8,None,Elmitia,48,39
5053,Wonderland,Charioce,1,GoW,Elmitia,48,39
5054,Draw,Debai00,7,None,Elmitia,48,39
5056,El Rejo,ReyEneas,5,None,Elmitia,48,39
5057,Akula,Gavilan31,4,GoW,Elmitia,48,39
5059,Lacrota,Puerkero,8,None,Elmitia,48,39
5060,ViePolis,RuCe28,1,None,Elmitia,48,39
5062,MONCLOA III,BAILACONLOBOS,9,xVx,Elmitia,48,39
5063,Polis,Angel_Casta 9,2,None,Elmitia,48,39
5066,Pétreo,Loco 3,6,GoW,Atios,49,38
5067,Polis,Elies1234,5,None,Atios,49,38
5068,Principal,Loco 3,6,GoW,Atios,49,38
5069,Pyotr Velikiy,Gavilan31,5,GoW,Atios,49,38
5070,Papillon,Matz,5,None,Atios,49,38
5071,Utopia,Charioce,8,GoW,Atios,49,38
5072,Khazad Dûm,XxLogHorizonxX,11,xVx,Atios,49,38
5073,Marmolopolis,Caynz,4,None,Atios,49,38
5074,Poseidon,Neptuno,6,None,Atios,49,38
5075,Percy,Rossel,8,None,Atios,49,38
5076,Cimeria,Leunam,10,None,Atios,49,38
5077,Neptuno,Neptuno,3,None,Atios,49,38
5078,DriB,Debai00,6,None,Atios,49,38
5079,Calafull Mármol,VALEZARA,10,-REV-,Atios,49,38
5080,Polis,Modino,1,13T,Atios,49,38
5081,Guápiles,Nanashi,4,None,Atios,49,38
5089,Barad Dûr,XxLogHorizonxX,6,xVx,Urnutia,48,38
5100,Moria,Bertus,4,None,Luraos,47,39
5101,CLE Cavaliers,Heimdal,5,None,Luraos,47,39
5102,Azufropolis,armarito97,1,None,Luraos,47,39
5103,Rome,Shez,10,T-I,Luraos,47,39
5104,Midgard,Gisperto,7,VelV,Luraos,47,39
5105,TRIDENT D5,Gavilan31,4,GoW,Luraos,47,39
5106,Smoothie,Skitzo,6,L-C,Luraos,47,39
5107,Lacraza,Puerkero,7,None,Luraos,47,39
5108,Sahara,Tutanjamón,5,VelV,Luraos,47,39
5109,Amon Sûl,XxLogHorizonxX,8,xVx,Luraos,47,39
5110,Hardpolis,Quimboria,6,T-I,Luraos,47,39
5111,MagicLand2,Magixcosoo,8,L-C,Luraos,47,39
5112,Azufropolis,Caynz,5,None,Luraos,47,39
5113,TOU,Tou,6,None,Luraos,47,39
5114,Polis,Ledra,2,None,Luraos,47,39
5118,Artemisa,AfroditaXIII,5,None,Zheynios,46,39
5126,Zero,Ilhayn,6,None,Zheynios,46,39
5129,DragonStone,Persas Rage,4,None,Zheynios,46,39
5134,CancaneoLand,Vahnn,8,None,Ghaytia,47,38
5135,MarmolTOU,Tou,5,None,Ghaytia,47,38
5136,Colonia Mármol,Vlady,8,GoW,Ghaytia,47,38
5137,Atanasio,-CFC-under-,7,GoW,Ghaytia,47,38
5138,Castleblack,Persas Rage,6,None,Ghaytia,47,38
5139,EskorpolixII,eskorpia,2,None,Ghaytia,47,38
5140,Chinopolis,Jason-8453,6,None,Ghaytia,47,38
5141,Polis,ivanrpz,7,None,Ghaytia,47,38
5142,El Panteón,Tutanjamón,3,VelV,Ghaytia,47,38
5143,Kuatroveintiuno,Jahbali,8,VelV,Ghaytia,47,38
